run_ID,ave_velocity,d_p_cm,biomass_gm2,d_c,frontal_area_unit_volume,height,p_density,f_density,kin_viscosity_cm2,Re_c,c_density,radius_ratio
60_238,8,0.006,1000,0.489264759,0.064,10,2.65,1,0.00979,4.902962206,1308.08522,0.012263299
60_239,8,0.006,1000,0.489264759,0.065,10,2.65,1,0.00979,4.902962206,1328.524052,0.012263299
60_240,8,0.006,1000,0.489264759,0.066,10,2.65,1,0.00979,4.902962206,1348.962883,0.012263299
60_241,8,0.006,1000,0.489264759,0.067,10,2.65,1,0.00979,4.902962206,1369.401715,0.012263299
60_242,8,0.006,1000,0.489264759,0.068,10,2.65,1,0.00979,4.902962206,1389.840546,0.012263299
60_243,8,0.006,1000,0.489264759,0.069,10,2.65,1,0.00979,4.902962206,1410.279378,0.012263299
60_244,8,0.006,1000,0.489264759,0.07,10,2.65,1,0.00979,4.902962206,1430.71821,0.012263299
60_245,9,0.006,1000,0.489264759,0.01,10,2.65,1,0.00979,5.515832482,204.3883157,0.012263299
60_246,9,0.006,1000,0.489264759,0.011,10,2.65,1,0.00979,5.515832482,224.8271472,0.012263299
60_247,9,0.006,1000,0.489264759,0.012,10,2.65,1,0.00979,5.515832482,245.2659788,0.012263299
60_248,9,0.006,1000,0.489264759,0.013,10,2.65,1,0.00979,5.515832482,265.7048103,0.012263299
60_249,9,0.006,1000,0.489264759,0.014,10,2.65,1,0.00979,5.515832482,286.1436419,0.012263299
60_250,9,0.006,1000,0.489264759,0.015,10,2.65,1,0.00979,5.515832482,306.5824735,0.012263299
60_251,9,0.006,1000,0.489264759,0.016,10,2.65,1,0.00979,5.515832482,327.021305,0.012263299
60_252,9,0.006,1000,0.489264759,0.017,10,2.65,1,0.00979,5.515832482,347.4601366,0.012263299
60_253,9,0.006,1000,0.489264759,0.018,10,2.65,1,0.00979,5.515832482,367.8989682,0.012263299
