run_ID,paper,Re_c,Calc_Re,d_c,r_c,biofilm,growth_days,growth_cat,c_type,frontal_area,frontal_area_unit_volume,height,eta_not,eta,particle_type,p_density,d_p_cm,d_p_um,f_density,c_density,ave_velocity_cm,radius_ratio,kin_viscosity_cm2,diameter_m,velocity_m
II.2,Wu_2012,0.1,yes,0.5,0.25,,0,none,Glass cylinder with no coating,0.5,0.0025,1,,,flourescent latex microspheres,1.05,0.000105,1.05,1,1,0.002,0.00021,9.79E-03,0.005,0.00002
II.3,Wu_2012,10.21,yes,0.5,0.25,,0,none,Glass cylinder with no coating,0.5,0.0025,1,,,flourescent latex microspheres,1.05,0.000105,1.05,1,1,0.2,0.00021,9.79E-03,0.005,0.002
II.4,Wu_2012,51.05,yes,0.5,0.25,,0,none,Glass cylinder with no coating,0.5,0.0025,1,,,flourescent latex microspheres,1.05,0.000105,1.05,1,1,1,0.00021,9.79E-03,0.005,0.01
II.5,Wu_2012,0.01,yes,0.5,0.25,,0,none,Glass cylinder with no coating,0.5,0.0025,1,,,flourescent latex microspheres,1.05,0.000105,1.05,1,1,0.0002,0.00021,9.79E-03,0.005,0.000002
II.6,Wu_2012,0.1,yes,0.5,0.25,,0,none,Glass cylinder with no coating,0.5,0.0025,1,,,flourescent latex microspheres,1.05,0.000105,1.05,1,1,0.002,0.00021,9.79E-03,0.005,0.00002
II.7,Wu_2012,10.21,yes,0.5,0.25,,0,none,Glass cylinder with no coating,0.5,0.0025,1,,,flourescent latex microspheres,1.05,0.000105,1.05,1,1,0.2,0.00021,9.79E-03,0.005,0.002
II.8,Wu_2012,51.05,yes,0.5,0.25,,0,none,Glass cylinder with no coating,0.5,0.0025,1,,,flourescent latex microspheres,1.05,0.000105,1.05,1,1,1,0.00021,9.79E-03,0.005,0.01
II.9,Wu_2012,0.01,yes,0.5,0.25,,0,none,Glass cylinder with no coating,0.5,0.0025,1,,,flourescent latex microspheres,1.05,0.00001,0.1,1,1,0.0002,0.00002,9.79E-03,0.005,0.000002
I.1-1,Wu_2014,0.024514811,yes,0.120000001,0.06,yes,10,2,brown top millet,0.763500003,0.002,1.5,,0.020956123,flourescent latex microspheres,1.05,0.000105,1.05,1,2545,0.002,0.000875,0.00979,,
I.1-2,Wu_2014,0.122574056,yes,0.120000001,0.06,yes,10,2,brown top millet,0.763500003,0.01,1.5,,0.00248854,flourescent latex microspheres,1.05,0.000105,1.05,1,2545,0.01,0.000875,0.00979,,
I.1-3,Wu_2014,0.612870278,yes,0.120000001,0.06,yes,10,2,brown top millet,0.763500003,0.05,1.5,,0.000233137,flourescent latex microspheres,1.05,0.000105,1.05,1,2545,0.05,0.000875,0.00979,,
I.1-4,Wu_2014,1.225740557,yes,0.120000001,0.06,yes,10,2,brown top millet,0.763500003,0.1,1.5,,9.17E-05,flourescent latex microspheres,1.05,0.000105,1.05,1,2545,0.1,0.000875,0.00979,,
I.2-1,Wu_2014,0.024514811,yes,0.120000001,0.06,yes,10,2,brown top millet,1.470000006,0.002,1.5,,0.044217687,flourescent latex microspheres,1.05,0.000105,1.05,1,4900,0.002,0.000875,0.00979,,
I.2-2,Wu_2014,0.122574056,yes,0.120000001,0.06,yes,10,2,brown top millet,1.470000006,0.01,1.5,,0.004285714,flourescent latex microspheres,1.05,0.000105,1.05,1,4900,0.01,0.000875,0.00979,,
I.2-3,Wu_2014,0.612870278,yes,0.120000001,0.06,yes,10,2,brown top millet,1.470000006,0.05,1.5,,0.000163265,flourescent latex microspheres,1.05,0.000105,1.05,1,4900,0.05,0.000875,0.00979,,
I.2-4,Wu_2014,1.225740557,yes,0.120000001,0.06,yes,10,2,brown top millet,1.470000006,0.1,1.5,,6.26E-05,flourescent latex microspheres,1.05,0.000105,1.05,1,4900,0.1,0.000875,0.00979,,
I.3-1,Wu_2014,0.024514811,yes,0.120000001,0.06,yes,10,2,brown top millet,2.455200011,0.002,1.5,,0.038693385,flourescent latex microspheres,1.05,0.000105,1.05,1,8184,0.002,0.000875,0.00979,,
I.3-2,Wu_2014,0.122574056,yes,0.120000001,0.06,yes,10,2,brown top millet,2.455200011,0.01,1.5,,0.007331378,flourescent latex microspheres,1.05,0.000105,1.05,1,8184,0.01,0.000875,0.00979,,
I.3-3,Wu_2014,0.612870278,yes,0.120000001,0.06,yes,10,2,brown top millet,2.455200011,0.05,1.5,,0.000676116,flourescent latex microspheres,1.05,0.000105,1.05,1,8184,0.05,0.000875,0.00979,,
I.3-4,Wu_2014,1.225740557,yes,0.120000001,0.06,yes,10,2,brown top millet,2.455200011,0.1,1.5,,8.55E-05,flourescent latex microspheres,1.05,0.000105,1.05,1,8184,0.1,0.000875,0.00979,,
